,display_title,mpaa_rating,critics_pick,byline,headline,summary_short,publication_date,opening_date,date_updated,link,multimedia
615,Kid 90,,0,Devika Girish,‘Kid 90’ Review: Celluloid Dreams,Soleil Moon Frye’s look back at her life as a child star in the 1990s walks the thin line between diary and documentary.,2021-03-11,2021-03-12,2021-03-11 12:04:02,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/03/11/movies/kid-90-review.html', 'suggested_link_text': 'Read the New York Times Review of Kid 90'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/03/10/arts/kid90/kid90-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
616,Markie in Milwaukee,,0,Teo Bugbee,‘Markie in Milwaukee’ Review: Acknowledging Painful Transitions,"This documentary presents a portrait of a transgender woman’s life, her faith as an evangelical Christian and her strained relationship with her family.",2021-03-10,,2021-03-10 22:09:03,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/03/10/movies/markie-in-milwaukee-review.html', 'suggested_link_text': 'Read the New York Times Review of Markie in Milwaukee'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/03/12/arts/10markie-art/10markie-art-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
617,On-Gaku: Our Sound,Not Rated,1,Maya Phillips,‘On-Gaku: Our Sound’ Review: They Will Rock You,"The anime film, which took seven years to produce, combines groovy musical vibes with delightfully deadpan humor.",2021-03-09,,2021-03-09 22:13:03,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/03/09/movies/on-gaku-our-sound-review.html', 'suggested_link_text': 'Read the New York Times Review of On-Gaku: Our Sound'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/02/26/arts/ongaku1/ongaku1-mediumThreeByTwo440.png', 'height': 140, 'width': 210}"
618,Bombay Rose,PG-13,0,Amy Nicholson,‘Bombay Rose’ Review: Nostalgic Ruminations,A romance between a refugee and an escaped child bride is at the heart of this animated film.,2021-03-08,2021-03-08,2021-03-08 22:11:03,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/03/08/movies/bombay-rose-review.html', 'suggested_link_text': 'Read the New York Times Review of Bombay Rose'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/03/10/arts/bombay1/bombay1-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
619,Boss Level,,0,Elisabeth Vincentelli,‘Boss Level’ Review: Game Never Over,Frank Grillo gets to die another day — again and again and again — in the time-loop action comedy.,2021-03-05,2021-03-05,2021-03-05 12:01:03,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/03/05/movies/boss-level-review-game-never-over.html', 'suggested_link_text': 'Read the New York Times Review of Boss Level'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/03/06/arts/boss1/merlin_184179603_a30fd249-23e6-4977-ba25-33650a1ae470-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
620,The Truffle Hunters,PG-13,1,A.O. Scott,‘The Truffle Hunters’ Review: In Dogged Pursuit of Culinary Gold,An enchanting documentary about men and their best friends combing the northern Italian forests for an unlikely delicacy.,2021-03-04,2021-03-12,2021-03-04 17:44:02,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/03/04/movies/the-truffle-hunters-review.html', 'suggested_link_text': 'Read the New York Times Review of The Truffle Hunters'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/03/04/arts/04truffle-1/04truffle-1-mediumThreeByTwo440-v2.jpg', 'height': 140, 'width': 210}"
621,Lost Course,,1,Ben Kenigsberg,‘Lost Course’ Review: When a Village Fights Back,"A 2011 revolt in Wukan, China, is the subject of a sobering, sprawling documentary.",2021-03-04,2021-03-05,2021-03-04 17:40:03,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/03/04/movies/lost-course-review.html', 'suggested_link_text': 'Read the New York Times Review of Lost Course'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/03/03/arts/lostcourse1/merlin_184260024_814962fa-16a4-42f3-89db-cc848bf74924-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
622,,,1,Jeannette Catsoulis,‘Stray’ Review: Nothing but a Hound Dog,Elizabeth Lo’s thoughtful documentary uses the stray dogs of Istanbul to comment on the human condition.,2021-03-04,,0001-01-01 00:00:00,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/03/04/movies/stray-review-nothing-but-a-hound-dog.html', 'suggested_link_text': 'Read the New York Times Review of '}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/03/05/arts/stray1/stray1-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
623,Stray,Not Rated,1,Jeannette Catsoulis,‘Stray’ Review: Nothing but a Hound Dog,Elizabeth Lo’s thoughtful documentary uses the stray dogs of Istanbul to comment on the human condition.,2021-03-04,2021-03-05,2021-03-05 17:59:03,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/03/04/movies/stray-review.html', 'suggested_link_text': 'Read the New York Times Review of Stray'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/03/05/arts/stray1/stray1-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
624,Coming 2 America,PG-13,0,A.O. Scott,‘Coming 2 America’ Review: Comedic Royalty,"More than 30 years later, Eddie Murphy and Arsenio Hall reunite for a return trip from Zamunda to New York.",2021-03-04,2021-03-05,2021-03-04 20:01:04,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/03/04/movies/coming-2-america-review.html', 'suggested_link_text': 'Read the New York Times Review of Coming 2 America'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/03/04/arts/04comingamerica1/04comingamerica1-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
625,Keep an Eye Out,Not Rated,0,Kristen Yoonsoo Kim,‘Keep an Eye Out’ Review: A Crime Procedural That Goes Off the Rails,Quentin Dupieux takes a simple police report and twists it into a meta black comedy.,2021-03-04,2021-03-05,2021-03-04 12:09:02,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/03/04/movies/keep-an-eye-out-review.html', 'suggested_link_text': 'Read the New York Times Review of Keep an Eye Out'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/03/04/arts/04keepaneyeout/04keepaneyeout-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
626,Raya and the Last Dragon,PG,0,Beatrice Loayza,‘Raya and the Last Dragon’ Review: Fool Me Once,A new Disney princess from Southeast Asia battles factionalism and her own trust issues.,2021-03-04,2021-03-05,2021-03-04 12:08:02,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/03/04/movies/raya-and-the-last-dragon-review.html', 'suggested_link_text': 'Read the New York Times Review of Raya and the Last Dragon'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/03/04/arts/04raya-art/04raya-art-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
627,Truth or Consequences,,0,Glenn Kenny,‘Truth or Consequences’ Review: Ghost Town at the End of the World,Hannah Jayanti’s “speculative documentary” about the New Mexico town is both haunted and haunting.,2021-03-04,2020-08-08,2021-03-04 12:03:03,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/03/04/movies/truth-or-consequences-review.html', 'suggested_link_text': 'Read the New York Times Review of Truth or Consequences'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/03/01/arts/truth1/truth1-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
628,Boogie,R,0,Teo Bugbee,‘Boogie’ Review: There’s No Laughing in Basketball,Hoop dreams intertwine with Chinese-American identity in this coming-of-age drama from Eddie Huang.,2021-03-04,2021-03-05,2021-03-04 12:02:03,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/03/04/movies/boogie-review.html', 'suggested_link_text': 'Read the New York Times Review of Boogie'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/03/05/arts/04boogie/04boogie-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
629,The SpongeBob Movie: Sponge on the Run,PG,0,Maya Phillips,‘The SpongeBob Movie: Sponge on the Run’ Review: Still Square,"This new franchise installment, “Sponge on the Run,” wants to be clever in nodding toward genre conventions. But its execution is poor.",2021-03-04,2021-03-04,2021-03-04 12:07:02,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/03/04/movies/the-spongebob-movie-sponge-on-the-run-review.html', 'suggested_link_text': 'Read the New York Times Review of The SpongeBob Movie: Sponge on the Run'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/03/05/arts/spongebob1/spongebob1-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
630,,,0,Ben Kenigsberg,‘Gustav Stickley: American Craftsman’ Review: Artisanal Admiration,"This documentary offers a dry, rote introduction to a designer who became a key figure in the Arts and Crafts movement.",2021-03-04,,0001-01-01 00:00:00,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/03/04/movies/gustav-stickley-american-craftsman-review.html', 'suggested_link_text': 'Read the New York Times Review of '}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/03/02/arts/gustav1/gustav1-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
631,The Walrus and the Whistleblower,Not Rated,0,Natalia Winkelman,‘The Walrus and the Whistleblower’ Review: The Fight to Free a Friend,An animal trainer turned activist strives to end sea mammal captivity in this documentary that could use a sharper frame on its subject.,2021-03-04,,2021-03-04 12:04:01,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/03/04/movies/the-walrus-and-the-whistleblower-review.html', 'suggested_link_text': 'Read the New York Times Review of The Walrus and the Whistleblower'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/03/06/arts/walrus1/walrus1-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
632,Chaos Walking,PG-13,0,Glenn Kenny,‘Chaos Walking’ Review: Just Thinking Out Loud,"Daisy Ridley plays the only woman to arrive on a planet full of men, whose thoughts are visibly on display, in this sci-fi thriller.",2021-03-04,2021-03-05,2021-03-04 12:05:02,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/03/04/movies/chaos-walking-review.html', 'suggested_link_text': 'Read the New York Times Review of Chaos Walking'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/03/05/arts/chaos1/chaos1-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
633,Adam,Not Rated,0,Ben Kenigsberg,‘Adam’ Review: Beginning of a Beautiful Friendship,A widow welcomes a pregnant stranger into her home in this sentimental story mostly told unsentimentally.,2021-03-04,2021-03-05,2021-03-04 12:01:03,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/03/04/movies/adam-review.html', 'suggested_link_text': 'Read the New York Times Review of Adam'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/03/05/arts/adam1/adam1-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
634,My Salinger Year,R,0,Jeannette Catsoulis,‘My Salinger Year’ Review: Ghost Writers,Margaret Qualley stars in this colorless adaptation of Joanna Rakoff’s memoir of her experiences as a young writer in New York City.,2021-03-04,2021-03-05,2021-03-04 12:06:01,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/03/04/movies/my-salinger-year-review.html', 'suggested_link_text': 'Read the New York Times Review of My Salinger Year'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/03/03/arts/mysalinger1/mysalinger1-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
635,Moxie,PG-13,0,Jeannette Catsoulis,‘Moxie’ Review: Rebel With a Cause,Amy Poehler directs this Netflix high-school drama inspired by the relics of punk feminism.,2021-03-03,2021-03-03,2021-03-03 12:01:03,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/03/03/movies/moxie-review-rebel-with-a-cause.html', 'suggested_link_text': 'Read the New York Times Review of Moxie'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/03/04/arts/moxie1/moxie1-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
636,Tom and Jerry,PG,0,Jason Bailey,‘Tom & Jerry’ Review: Chasing the Mouse of Nostalgia,"This feature-length expansion of the popular cartoon is too brainless for adults, but its kid-friendly title characters are barely supporting players.",2021-02-26,2021-02-26,2021-02-26 16:01:03,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/02/26/movies/tom-and-jerry-review.html', 'suggested_link_text': 'Read the New York Times Review of Tom and Jerry'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/02/27/arts/tomjerry1/tomjerry1-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
637,,,0,Jon Caramanica,‘Billie Eilish: The World’s a Little Blurry’ Review: Fame and Family,"A documentary captures the creation of Eilish’s multiple-Grammy-winning debut album, recorded at home but poised to go global.",2021-02-26,,0001-01-01 00:00:00,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/02/25/movies/billie-eilish-the-worlds-a-little-blurry-review.html', 'suggested_link_text': 'Read the New York Times Review of '}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/02/25/arts/25billie1/25billie1-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
638,The Father,PG-13,1,Jeannette Catsoulis,‘The Father’ Review: A Capricious Mind,Anthony Hopkins gives a scalding performance as a man stricken by dementia in this clever drama.,2021-02-25,2021-02-26,2021-02-25 12:01:03,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/02/25/movies/the-father-review.html', 'suggested_link_text': 'Read the New York Times Review of The Father'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/02/24/arts/father1/merlin_183994137_53238082-89f2-40e9-9ebe-88dff9860ca2-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
639,A Dramatic Film,,1,Teo Bugbee,‘Un Film Dramatique’ Review: Students Record the Paris Suburbs,This documentary gives middle school children a chance to show their experiences.,2021-02-25,,2021-02-25 12:02:03,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/02/25/movies/un-film-dramatique-review.html', 'suggested_link_text': 'Read the New York Times Review of A Dramatic Film'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/02/23/arts/unfilm1/unfilm1-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
640,'Til Kingdom Come,,0,Devika Girish,‘’Til Kingdom Come’ Review: An Unusual Religious Bond,Maya Zinshtein’s revelatory documentary explores the political and philanthropic alliance of American evangelical Christians and Israeli Jews.,2021-02-25,,2021-02-25 17:34:03,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/02/25/movies/til-kingdom-come-review.html', 'suggested_link_text': ""Read the New York Times Review of 'Til Kingdom Come""}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/02/24/arts/kingdom1/kingdom1-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
641,Cherry,R,0,Glenn Kenny,‘Cherry’ Review: A Very Different Tangled Web for Tom Holland,"Joe and Anthony Russo, the M.C.U. filmmaking brothers, stretch out into the real world of war, crime and addiction in a gritty drama based on a best-selling novel.",2021-02-25,2021-03-12,2021-02-25 17:01:03,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/02/25/movies/cherry-review-a-very-different-tangled-web-for-tom-holland.html', 'suggested_link_text': 'Read the New York Times Review of Cherry'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/02/25/arts/25cherry-art/merlin_183993276_a731a569-76a5-4c7f-9d72-c6b7caad4634-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
642,The United States vs. Billie Holiday,,0,A.O. Scott,‘The United States vs. Billie Holiday’ Review: Singing for Her Life,"Lee Daniels’s hectic biopic portrays the singer as a victim of abuse, addiction and government persecution.",2021-02-25,2021-02-26,2021-02-25 13:01:03,"{'type': 'article', 'url': 'https://www.nytimes.com/2021/02/25/movies/the-united-states-vs-billie-holiday-review.html', 'suggested_link_text': 'Read the New York Times Review of The United States vs. Billie Holiday'}","{'type': 'mediumThreeByTwo210', 'src': 'https://static01.nyt.com/images/2021/02/26/arts/26Billy-Holiday-Cover/merlin_182974344_538d1b43-5f90-4a65-8579-f443375f89fe-mediumThreeByTwo440.jpg', 'height': 140, 'width': 210}"
